seq_name	length
MSTRG.14315.2	123
MSTRG.14316.1	351
MSTRG.14317.1	501
MSTRG.14318.1	284
MSTRG.14319.1	165
MSTRG.14320.1	436
MSTRG.14321.1	2574
MSTRG.14321.2	1283
MSTRG.14321.3	2574
MSTRG.14322.1	528
MSTRG.14323.2	103
MSTRG.14325.1	488
MSTRG.14328.1	253
MSTRG.1433.1	125
MSTRG.14330.1	212
MSTRG.14332.1	261
MSTRG.14332.2	261
MSTRG.14332.3	261
MSTRG.14332.4	261
MSTRG.14333.1	504
MSTRG.14335.1	399
MSTRG.14336.1	194
MSTRG.14337.1	558
MSTRG.14337.2	561
MSTRG.14338.1	250
MSTRG.14340.1	739
MSTRG.14340.2	797
MSTRG.14340.3	500
MSTRG.14341.1	739
MSTRG.14341.2	726
MSTRG.14342.1	712
MSTRG.14343.1	710
MSTRG.14344.1	708
MSTRG.14345.1	506
MSTRG.14345.2	727
MSTRG.14345.3	719
MSTRG.14346.1	342
MSTRG.14347.1	1450
MSTRG.14347.2	1156
MSTRG.14348.1	370
MSTRG.14348.2	388
MSTRG.14349.1	603
MSTRG.14350.1	276
MSTRG.14350.2	238
MSTRG.14351.1	682
MSTRG.14353.1	291
MSTRG.14353.2	291
MSTRG.14354.1	323
MSTRG.14354.2	101
MSTRG.14356.1	176
MSTRG.14356.2	280
MSTRG.14358.1	119
MSTRG.14358.2	119
MSTRG.14359.2	224
MSTRG.14359.3	164
MSTRG.1436.1	355
MSTRG.1436.2	237
MSTRG.14360.1	251
MSTRG.14360.2	232
MSTRG.14361.1	907
MSTRG.14362.1	633
MSTRG.14363.1	490
MSTRG.14363.2	485
MSTRG.14364.1	289
MSTRG.14365.1	222
MSTRG.14366.1	419
MSTRG.14368.1	433
MSTRG.14369.1	558
MSTRG.14369.2	557
MSTRG.1437.1	314
MSTRG.14370.1	566
MSTRG.14372.1	315
MSTRG.14373.1	858
MSTRG.14373.2	832
MSTRG.14374.1	117
MSTRG.14375.1	523
MSTRG.14375.2	439
MSTRG.14377.1	1625
MSTRG.14378.1	115
MSTRG.14379.1	243
MSTRG.14379.2	243
MSTRG.14379.3	166
MSTRG.14379.4	166
MSTRG.1438.1	531
MSTRG.14380.1	561
MSTRG.14381.1	142
MSTRG.14382.1	491
MSTRG.14383.1	139
MSTRG.14384.1	529
MSTRG.14385.1	643
MSTRG.14385.2	549
MSTRG.14386.1	301
MSTRG.14387.1	600
MSTRG.14388.1	852
MSTRG.14388.2	452
MSTRG.14389.1	326
MSTRG.14389.2	326
MSTRG.1439.1	394
MSTRG.14390.1	342
MSTRG.14391.1	502
MSTRG.14392.1	229
MSTRG.14393.1	739
MSTRG.14393.2	125
MSTRG.14393.3	125
MSTRG.14393.4	125
MSTRG.14394.1	921
MSTRG.14394.2	1833
MSTRG.14395.1	359
MSTRG.14396.1	778
MSTRG.14396.2	778
MSTRG.14396.3	778
MSTRG.14396.4	778
MSTRG.14397.1	450
MSTRG.14397.2	529
MSTRG.14397.3	697
MSTRG.14397.4	554
MSTRG.14397.5	668
MSTRG.14397.6	668
MSTRG.14398.1	648
MSTRG.14399.1	128
MSTRG.144.1	362
MSTRG.1440.1	408
MSTRG.14400.1	380
MSTRG.14401.1	497
MSTRG.14402.1	442
MSTRG.14403.1	446
MSTRG.14403.2	446
MSTRG.14404.1	345
MSTRG.14405.1	261
MSTRG.14407.1	308
MSTRG.14408.1	464
MSTRG.14408.2	464
MSTRG.14409.1	345
MSTRG.14409.2	345
MSTRG.1441.1	437
MSTRG.1441.2	425
MSTRG.1441.3	435
MSTRG.14410.1	416
MSTRG.14412.1	307
MSTRG.14414.1	332
MSTRG.14415.1	453
MSTRG.14417.1	114
MSTRG.14418.1	286
MSTRG.14418.2	286
MSTRG.14418.3	286
MSTRG.14419.1	285
MSTRG.14419.2	154
MSTRG.1442.1	317
MSTRG.14420.1	212
MSTRG.14420.2	121
MSTRG.14423.1	229
MSTRG.14424.1	702
MSTRG.14425.1	234
MSTRG.14426.1	162
MSTRG.14427.1	112
MSTRG.14427.2	112
MSTRG.14428.1	173
MSTRG.14429.1	285
MSTRG.1443.1	403
MSTRG.14430.1	479
MSTRG.14431.1	496
MSTRG.14432.1	124
MSTRG.14433.1	488
MSTRG.14433.2	382
MSTRG.14434.1	172
MSTRG.14435.1	291
MSTRG.14436.1	641
MSTRG.14436.2	598
MSTRG.14437.1	521
MSTRG.14438.1	386
MSTRG.14439.1	317
MSTRG.1444.1	409
MSTRG.14440.1	1689
MSTRG.14441.1	487
MSTRG.14442.1	544
MSTRG.14444.1	344
MSTRG.14445.1	717
MSTRG.14446.1	1115
MSTRG.14446.2	775
MSTRG.14447.1	325
MSTRG.14447.2	324
MSTRG.14447.3	324
MSTRG.14447.4	325
MSTRG.14447.5	324
MSTRG.14448.1	269
MSTRG.14449.1	409
MSTRG.14449.2	409
MSTRG.1445.1	435
MSTRG.14450.1	455
MSTRG.14451.1	533
MSTRG.14452.1	109
MSTRG.14453.1	772
MSTRG.14454.1	1066
MSTRG.14456.1	385
MSTRG.14457.1	799
MSTRG.14458.1	972
MSTRG.14459.1	232
MSTRG.1446.1	931
MSTRG.14462.1	531
MSTRG.14463.1	108
MSTRG.14464.1	1710
MSTRG.14465.1	128
MSTRG.14465.2	128
MSTRG.14465.3	191
MSTRG.14465.4	120
MSTRG.14466.1	304
MSTRG.14467.1	388
MSTRG.14467.2	387
MSTRG.14468.1	179
MSTRG.14469.1	270
MSTRG.14469.2	215
MSTRG.1447.1	521
MSTRG.14470.1	381
MSTRG.14471.1	188
MSTRG.14472.1	139
MSTRG.14473.1	328
MSTRG.14474.1	501
MSTRG.14474.2	501
MSTRG.14474.3	501
MSTRG.14474.4	501
MSTRG.14474.5	501
MSTRG.14475.1	156
MSTRG.14476.1	509
MSTRG.14477.1	573
MSTRG.14478.1	680
MSTRG.14479.1	447
MSTRG.1448.1	623
MSTRG.1448.2	623
MSTRG.1448.3	185
MSTRG.14480.1	510
MSTRG.14480.2	510
MSTRG.14480.3	390
MSTRG.14480.4	390
MSTRG.14480.5	510
MSTRG.14480.6	510
MSTRG.14481.1	279
MSTRG.14482.1	447
MSTRG.14482.2	399
MSTRG.14483.1	107
MSTRG.14484.1	311
MSTRG.14485.1	752
MSTRG.14485.2	753
MSTRG.14485.3	753
MSTRG.14486.1	347
MSTRG.14487.1	524
MSTRG.14487.2	277
MSTRG.14487.3	277
MSTRG.14488.1	1174
MSTRG.14489.1	749
MSTRG.1449.1	514
MSTRG.14490.1	512
MSTRG.14491.1	183
MSTRG.14492.1	486
MSTRG.14493.1	325
MSTRG.14494.1	509
MSTRG.14494.2	332
MSTRG.14494.3	486
MSTRG.14494.4	355
MSTRG.14495.1	262
MSTRG.14497.1	171
MSTRG.14498.1	791
MSTRG.14499.1	332
MSTRG.145.1	342
MSTRG.1450.1	111
MSTRG.14500.1	332
MSTRG.14501.1	169
MSTRG.14502.1	208
MSTRG.14503.1	238
MSTRG.14504.1	270
MSTRG.14505.1	325
MSTRG.14506.1	125
MSTRG.14508.1	124
MSTRG.14509.1	218
MSTRG.1451.1	471
MSTRG.1451.2	471
MSTRG.14511.1	264
MSTRG.14511.2	264
MSTRG.14512.1	262
MSTRG.14512.2	168
MSTRG.14513.1	566
MSTRG.14515.1	120
MSTRG.14515.2	120
MSTRG.14516.1	304
MSTRG.14517.1	648
MSTRG.14518.3	110
MSTRG.14519.1	1485
MSTRG.1452.1	226
MSTRG.14520.1	245
MSTRG.14521.1	232
MSTRG.14521.2	232
MSTRG.14521.3	232
MSTRG.14521.4	232
MSTRG.14521.5	149
MSTRG.14522.1	226
MSTRG.14523.1	165
MSTRG.14523.2	443
MSTRG.14524.1	513
MSTRG.14524.2	257
MSTRG.14524.3	242
MSTRG.14525.1	642
MSTRG.14526.1	872
MSTRG.14526.2	868
MSTRG.14527.1	398
MSTRG.14528.1	588
MSTRG.14528.2	1123
MSTRG.14528.3	981
MSTRG.14528.4	1123
MSTRG.14529.1	524
MSTRG.14529.2	377
MSTRG.1453.1	448
MSTRG.1453.2	448
MSTRG.1453.3	448
MSTRG.14530.1	589
MSTRG.14531.1	176
MSTRG.14531.2	176
MSTRG.14531.3	176
MSTRG.14532.1	764
MSTRG.14533.1	684
MSTRG.14533.2	427
MSTRG.14534.1	500
MSTRG.14536.1	129
MSTRG.14537.1	257
MSTRG.14538.1	246
MSTRG.14538.2	170
MSTRG.14539.1	220
MSTRG.14539.2	181
MSTRG.14541.1	450
MSTRG.14541.2	231
MSTRG.14542.1	600
MSTRG.14543.1	154
MSTRG.14544.1	180
MSTRG.14544.2	101
MSTRG.14545.1	172
MSTRG.14545.2	172
MSTRG.14548.1	429
MSTRG.14548.2	345
MSTRG.14549.1	122
MSTRG.1455.1	402
MSTRG.14550.1	452
MSTRG.14551.1	325
MSTRG.14552.1	277
MSTRG.14553.1	259
MSTRG.14554.1	388
MSTRG.14556.1	126
MSTRG.14557.1	137
MSTRG.14558.1	621
MSTRG.14559.1	472
MSTRG.1456.1	511
MSTRG.1456.2	419
MSTRG.14560.1	378
MSTRG.14561.1	318
MSTRG.14562.1	315
MSTRG.14563.1	317
MSTRG.14564.1	313
MSTRG.14566.1	313
MSTRG.14568.1	354
MSTRG.14569.1	481
MSTRG.1457.1	276
MSTRG.14570.1	148
MSTRG.14571.1	419
MSTRG.14571.2	419
MSTRG.14572.1	354
MSTRG.14572.2	217
MSTRG.14574.1	543
MSTRG.14576.1	312
MSTRG.14577.1	1037
MSTRG.14578.1	752
MSTRG.14579.1	705
MSTRG.1458.1	518
MSTRG.14580.1	112
MSTRG.14581.1	491
MSTRG.14582.1	1122
MSTRG.14582.2	890
MSTRG.14583.1	478
MSTRG.14584.1	308
MSTRG.14584.2	308
MSTRG.14584.3	228
MSTRG.14585.1	347
MSTRG.14586.1	670
MSTRG.14587.1	380
MSTRG.14588.1	1138
MSTRG.14588.2	1026
MSTRG.14588.3	890
MSTRG.14589.1	209
MSTRG.1459.1	127
MSTRG.14590.1	211
MSTRG.14591.1	247
MSTRG.14592.1	138
MSTRG.14593.1	1501
MSTRG.14594.1	206
MSTRG.14595.1	302
MSTRG.14596.1	839
MSTRG.14597.1	104
MSTRG.14598.1	610
MSTRG.1460.1	154
MSTRG.14600.1	707
MSTRG.14601.1	936
MSTRG.14602.1	506
MSTRG.14603.1	692
MSTRG.14604.1	658
MSTRG.14604.2	658
MSTRG.14604.3	627
MSTRG.14605.1	204
MSTRG.14606.1	1238
MSTRG.14607.1	483
MSTRG.14608.1	243
MSTRG.14610.1	514
MSTRG.14610.2	513
MSTRG.14610.3	514
MSTRG.14611.1	766
MSTRG.14612.1	240
MSTRG.14612.2	237
MSTRG.14613.1	849
MSTRG.14614.1	750
MSTRG.14615.1	722
MSTRG.14616.1	361
MSTRG.14616.2	208
MSTRG.14616.3	208
MSTRG.14617.1	300
MSTRG.14617.2	148
MSTRG.14617.3	178
MSTRG.14617.4	168
MSTRG.14618.1	540
MSTRG.14619.1	531
MSTRG.14619.2	531
MSTRG.1462.1	438
MSTRG.14620.1	1215
MSTRG.14620.2	754
MSTRG.14620.3	1215
MSTRG.14621.1	414
MSTRG.14622.1	544
MSTRG.14622.2	500
MSTRG.14622.3	545
MSTRG.14624.1	634
MSTRG.14624.2	633
MSTRG.14624.3	633
MSTRG.14625.1	214
MSTRG.14626.1	543
MSTRG.14627.1	874
MSTRG.14627.2	816
MSTRG.14627.3	875
MSTRG.14628.1	163
MSTRG.14628.2	163
MSTRG.14628.3	163
MSTRG.14629.1	247
MSTRG.1463.1	313
MSTRG.1463.2	246
MSTRG.1463.3	312
MSTRG.14631.1	428
MSTRG.14632.1	239
MSTRG.14633.1	593
MSTRG.14633.2	593
MSTRG.14633.3	593
MSTRG.14633.4	593
MSTRG.14634.1	642
MSTRG.14635.1	291
MSTRG.14636.1	526
MSTRG.14636.2	226
MSTRG.14636.3	340
MSTRG.14638.1	140
MSTRG.14639.1	349
MSTRG.1464.1	552
MSTRG.14640.1	386
MSTRG.14641.1	346
MSTRG.14642.1	1392
MSTRG.14642.2	1244
MSTRG.14643.1	236
MSTRG.14644.1	316
MSTRG.14644.2	316
MSTRG.14645.1	182
MSTRG.14646.1	249
MSTRG.14647.1	1256
MSTRG.14648.1	331
MSTRG.14649.1	447
MSTRG.1465.1	500
MSTRG.14653.1	432
MSTRG.14653.2	241
MSTRG.14654.1	118
MSTRG.14655.1	300
MSTRG.14656.1	455
MSTRG.14657.1	277
MSTRG.14658.1	262
MSTRG.14658.2	212
MSTRG.14659.1	289
MSTRG.1466.1	491
MSTRG.14660.1	137
MSTRG.14661.1	727
MSTRG.14662.1	1181
MSTRG.14662.2	1181
MSTRG.14662.3	1181
MSTRG.14663.1	168
MSTRG.14664.1	138
MSTRG.14665.1	347
MSTRG.14666.1	362
MSTRG.14667.1	327
MSTRG.14670.1	1810
MSTRG.14670.2	513
MSTRG.14670.3	1801
MSTRG.14670.4	1465
MSTRG.14670.5	1069
MSTRG.14670.6	932
MSTRG.14670.7	525
MSTRG.14670.8	525
MSTRG.14670.9	525
MSTRG.14671.1	310
MSTRG.14672.1	1754
MSTRG.14672.2	1463
MSTRG.14672.3	1727
MSTRG.14672.4	1609
MSTRG.14674.1	1051
MSTRG.14675.1	220
MSTRG.14676.1	239
MSTRG.14676.2	239
MSTRG.14676.3	239
MSTRG.14676.4	239
MSTRG.14677.1	346
MSTRG.14678.1	285
MSTRG.1468.1	165
MSTRG.1468.2	107
MSTRG.14680.1	227
MSTRG.14681.1	210
MSTRG.14682.1	319
MSTRG.14683.1	219
MSTRG.14684.1	1274
MSTRG.14684.2	1248
MSTRG.14684.3	1274
MSTRG.14684.4	1274
MSTRG.14684.5	1274
MSTRG.14684.6	1279
MSTRG.14684.7	1279
MSTRG.14684.8	1279
MSTRG.14685.1	785
MSTRG.14685.2	785
MSTRG.14685.3	785
MSTRG.14685.4	785
MSTRG.14685.5	785
MSTRG.14686.1	219
MSTRG.14687.1	675
MSTRG.14688.1	597
MSTRG.1469.1	253
MSTRG.14690.1	695
MSTRG.14690.2	634
MSTRG.14691.1	374
MSTRG.14692.1	239
MSTRG.14692.2	104
MSTRG.14693.1	464
MSTRG.14693.2	345
MSTRG.14694.1	204
MSTRG.14696.1	544
MSTRG.14696.2	398
MSTRG.14696.3	544
MSTRG.14697.1	113
MSTRG.14698.1	420
MSTRG.14698.2	420
MSTRG.14699.1	1095
MSTRG.1470.1	246
MSTRG.14700.1	286
MSTRG.14701.1	765
MSTRG.14702.1	213
MSTRG.14703.1	920
MSTRG.14704.1	258
MSTRG.14705.1	226
MSTRG.14706.1	325
MSTRG.14707.1	387
MSTRG.14708.1	389
MSTRG.14708.2	349
MSTRG.14709.1	130
MSTRG.14709.2	130
MSTRG.1471.1	330
MSTRG.1471.2	181
MSTRG.14710.1	420
MSTRG.14710.2	212
MSTRG.14711.1	205
MSTRG.14711.2	205
MSTRG.14712.1	870
MSTRG.14714.1	756
MSTRG.14714.2	874
MSTRG.14714.3	810
MSTRG.14714.4	874
MSTRG.14715.1	110
MSTRG.14715.2	100
MSTRG.14716.1	792
MSTRG.14716.2	342
MSTRG.14716.3	557
MSTRG.14717.1	603
MSTRG.14718.1	825
MSTRG.14718.2	821
MSTRG.14718.3	824
MSTRG.14718.4	825
MSTRG.14718.5	829
MSTRG.14719.1	315
MSTRG.1472.1	203
MSTRG.1472.2	204
MSTRG.1472.3	193
MSTRG.14720.1	342
MSTRG.14721.1	361
MSTRG.14721.2	362
MSTRG.14722.1	333
MSTRG.14723.1	345
MSTRG.14724.1	344
MSTRG.14725.1	333
MSTRG.14726.1	344
MSTRG.14727.1	352
MSTRG.14728.1	503
MSTRG.14729.1	348
MSTRG.1473.1	208
MSTRG.14730.1	506
MSTRG.14731.1	103
MSTRG.14735.1	214
MSTRG.14736.1	298
MSTRG.14740.1	564
MSTRG.14741.1	220
MSTRG.14742.1	162
MSTRG.14742.2	162
MSTRG.14742.3	369
MSTRG.14743.1	195
MSTRG.14745.1	127
MSTRG.14746.1	123
MSTRG.14747.1	134
MSTRG.14748.1	364
MSTRG.14749.1	209
MSTRG.1475.1	944
MSTRG.14750.1	183
MSTRG.14751.1	141
MSTRG.14752.1	248
MSTRG.14753.1	200
MSTRG.14754.1	536
MSTRG.14755.1	244
MSTRG.14755.2	258
MSTRG.14756.1	190
MSTRG.14757.1	202
MSTRG.14758.1	144
MSTRG.14759.1	248
MSTRG.1476.1	634
MSTRG.1476.10	824
MSTRG.1476.11	824
MSTRG.1476.12	824
MSTRG.1476.13	824
MSTRG.1476.2	824
MSTRG.1476.3	824
MSTRG.1476.4	824
MSTRG.1476.5	824
MSTRG.1476.6	824
MSTRG.1476.7	824
MSTRG.1476.8	824
MSTRG.1476.9	824
MSTRG.14760.1	839
MSTRG.14760.2	511
MSTRG.14760.3	801
MSTRG.14761.1	272
MSTRG.14762.1	550
MSTRG.14762.2	541
MSTRG.14763.1	473
MSTRG.14765.1	265
MSTRG.14765.2	161
MSTRG.14766.1	680
MSTRG.14767.1	441
MSTRG.14768.1	437
MSTRG.14769.1	480
MSTRG.1477.1	496
MSTRG.14771.1	285
MSTRG.14771.2	285
MSTRG.14771.3	185
MSTRG.14771.4	185
MSTRG.14771.5	117
MSTRG.14771.6	185
MSTRG.14771.7	285
MSTRG.14772.1	329
MSTRG.14772.2	306
MSTRG.14773.1	546
MSTRG.14773.2	296
MSTRG.14774.1	158
MSTRG.14775.1	427
MSTRG.14776.1	551
MSTRG.14776.2	244
MSTRG.14776.3	368
MSTRG.14776.4	565
MSTRG.14776.5	244
MSTRG.14776.6	244
MSTRG.14777.1	385
MSTRG.14778.1	423
MSTRG.14778.2	287
MSTRG.14779.1	405
MSTRG.14779.2	246
MSTRG.1478.1	553
MSTRG.14780.1	248
MSTRG.14781.1	650
MSTRG.14782.1	386
MSTRG.14783.1	87
MSTRG.14785.1	112
MSTRG.14786.1	109
MSTRG.14788.1	185
MSTRG.14788.2	185
MSTRG.14789.1	601
MSTRG.14790.1	699
MSTRG.14790.2	699
MSTRG.14790.3	699
MSTRG.14791.1	237
MSTRG.14792.1	340
MSTRG.14793.1	581
MSTRG.14794.1	145
MSTRG.14794.2	345
MSTRG.14795.1	870
MSTRG.14796.1	705
MSTRG.14797.1	478
MSTRG.14798.1	600
MSTRG.14799.1	685
MSTRG.14799.2	548
MSTRG.1480.1	1009
MSTRG.1480.2	955
MSTRG.14802.1	373
MSTRG.14803.1	1125
MSTRG.14804.1	723
MSTRG.14805.1	291
MSTRG.14806.1	297
MSTRG.14807.1	249
MSTRG.14808.1	445
MSTRG.14809.1	321
MSTRG.1481.1	514
MSTRG.14810.1	621
MSTRG.14810.2	619
MSTRG.14810.3	618
MSTRG.14811.1	217
MSTRG.14812.1	237
MSTRG.14813.1	415
MSTRG.14814.1	686
MSTRG.14814.2	687
MSTRG.14814.3	557
MSTRG.14815.1	281
MSTRG.14815.3	230
MSTRG.14816.1	406
MSTRG.14817.1	674
MSTRG.14818.1	531
MSTRG.14819.1	170
MSTRG.1482.1	543
MSTRG.1482.2	425
MSTRG.14820.1	816
MSTRG.14820.2	816
MSTRG.14821.1	523
MSTRG.14821.2	405
MSTRG.14821.3	312
MSTRG.14822.1	584
MSTRG.14823.1	289
MSTRG.14824.1	583
MSTRG.14825.1	1949
MSTRG.14825.2	1949
MSTRG.14826.1	633
MSTRG.14827.1	199
MSTRG.14829.1	321
MSTRG.1483.1	519
MSTRG.14830.1	306
MSTRG.14831.1	305
MSTRG.14832.1	485
MSTRG.14832.2	485
MSTRG.14832.3	455
MSTRG.14833.1	284
MSTRG.14833.2	361
MSTRG.14834.1	343
MSTRG.14835.1	298
MSTRG.14836.1	448
MSTRG.14836.2	410
MSTRG.14837.1	448
MSTRG.14838.1	101
MSTRG.14838.2	125
MSTRG.14839.1	748
MSTRG.1484.1	1695
MSTRG.1484.2	734
MSTRG.1484.3	1101
MSTRG.1484.4	734
MSTRG.1484.5	1101
MSTRG.14840.1	362
MSTRG.14842.1	117
MSTRG.14843.1	116
MSTRG.14844.1	116
MSTRG.14845.1	356
MSTRG.14846.1	255
MSTRG.14847.1	496
MSTRG.14848.1	800
MSTRG.14849.1	969
MSTRG.14849.2	969
MSTRG.1485.1	519
MSTRG.14850.1	223
MSTRG.14850.2	361
MSTRG.14851.1	307
MSTRG.14852.1	664
MSTRG.14854.1	365
MSTRG.14855.1	368
MSTRG.14856.1	217
MSTRG.14857.1	168
MSTRG.14857.2	168
MSTRG.14858.1	338
MSTRG.14859.1	318
MSTRG.1486.1	322
MSTRG.14860.1	347
MSTRG.14861.1	411
MSTRG.14862.1	288
MSTRG.14862.2	288
MSTRG.14862.3	231
MSTRG.14862.4	231
MSTRG.14863.1	943
MSTRG.14864.1	254
MSTRG.14865.1	741
MSTRG.14865.2	1105
MSTRG.14866.1	380
MSTRG.14867.1	468
MSTRG.14868.1	140
MSTRG.14869.1	146
MSTRG.1487.1	418
MSTRG.14870.1	465
MSTRG.14871.1	224
MSTRG.14872.1	270
MSTRG.14873.1	757
MSTRG.14873.2	104
MSTRG.14874.1	810
MSTRG.14874.2	815
MSTRG.14874.3	811
MSTRG.14875.1	507
MSTRG.14875.2	508
MSTRG.14876.1	406
MSTRG.14878.1	883
MSTRG.1488.1	347
MSTRG.1488.2	346
MSTRG.14880.1	701
MSTRG.14880.2	366
MSTRG.14880.3	366
MSTRG.14881.1	433
MSTRG.14883.1	260
MSTRG.14883.2	260
MSTRG.14884.1	511
MSTRG.14885.1	740
MSTRG.14886.1	275
MSTRG.14887.1	207
MSTRG.14888.1	885
MSTRG.14889.1	481
MSTRG.1489.1	318
MSTRG.1489.2	283
MSTRG.1489.3	283
MSTRG.1489.4	283
MSTRG.1489.5	213
MSTRG.1489.6	213
MSTRG.1489.7	307
MSTRG.14890.1	485
MSTRG.14891.1	310
MSTRG.14891.2	310
MSTRG.14891.3	310
MSTRG.14893.1	155
MSTRG.14895.1	310
MSTRG.14896.1	309
MSTRG.14897.1	309
MSTRG.14898.1	141
MSTRG.14899.1	143
MSTRG.149.1	228
MSTRG.149.2	185
MSTRG.1490.1	386
MSTRG.14900.1	506
MSTRG.14901.1	578
MSTRG.14902.1	600
MSTRG.14902.2	345
MSTRG.14904.1	497
MSTRG.14904.2	487
MSTRG.14905.1	159
MSTRG.14905.2	159
MSTRG.14906.1	157
MSTRG.14907.1	400
MSTRG.14908.1	668
MSTRG.14909.1	869
MSTRG.14909.2	862
MSTRG.1491.1	133
MSTRG.14910.1	746
MSTRG.14911.1	217
MSTRG.14912.1	542
MSTRG.14913.1	214
MSTRG.14914.1	1218
MSTRG.14914.2	1218
MSTRG.14914.3	338
MSTRG.14915.1	1077
MSTRG.14916.1	377
MSTRG.14917.1	397
MSTRG.14918.1	781
MSTRG.14918.2	400
MSTRG.14919.1	317
MSTRG.1492.1	435
MSTRG.14920.1	903
MSTRG.14920.2	903
MSTRG.14920.3	903
MSTRG.14921.1	732
MSTRG.14922.1	168
MSTRG.14923.1	118
MSTRG.14924.1	320
MSTRG.14925.1	575
MSTRG.14927.1	184
MSTRG.14928.1	140
MSTRG.14929.1	227
MSTRG.14929.2	227
MSTRG.14929.3	227
MSTRG.14929.4	227
MSTRG.1493.1	125
MSTRG.14933.1	1089
MSTRG.14933.2	837
MSTRG.14934.1	102
MSTRG.14935.1	501
MSTRG.14936.1	494
MSTRG.14937.1	484
MSTRG.1494.1	143
MSTRG.14941.1	124
MSTRG.14943.1	121
MSTRG.14946.7	120
MSTRG.1495.1	514
MSTRG.14950.1	1118
MSTRG.14950.2	593
MSTRG.14951.1	301
MSTRG.14951.2	302
MSTRG.14952.1	430
MSTRG.14952.2	254
MSTRG.14952.3	254
MSTRG.14953.1	128
MSTRG.14954.1	234
MSTRG.14954.2	249
MSTRG.14955.1	317
MSTRG.14957.1	333
MSTRG.14959.1	240
MSTRG.1496.1	451
MSTRG.14960.1	377
MSTRG.14961.1	310
MSTRG.14962.1	315
MSTRG.14963.1	513
MSTRG.14964.1	120
MSTRG.14965.1	522
MSTRG.14965.2	522
MSTRG.14966.1	482
MSTRG.14966.2	482
MSTRG.14966.3	482
MSTRG.14967.1	107
MSTRG.14968.1	513
MSTRG.14969.1	319
MSTRG.14969.2	503
MSTRG.1497.1	570
MSTRG.14970.1	333
MSTRG.14971.1	436
MSTRG.14972.1	110
MSTRG.14973.1	564
MSTRG.14974.1	144
MSTRG.14975.1	421
MSTRG.14976.1	250
MSTRG.14977.1	265
MSTRG.14978.1	418
MSTRG.14979.1	247
MSTRG.14979.2	151
MSTRG.1498.1	361
MSTRG.14980.1	149
MSTRG.14981.1	658
MSTRG.14982.1	408
MSTRG.14983.1	155
MSTRG.14984.1	269
MSTRG.14984.2	269
MSTRG.14985.1	197
MSTRG.14986.1	468
MSTRG.14987.1	449
MSTRG.14989.1	505
MSTRG.1499.1	810
MSTRG.14990.1	702
MSTRG.14991.1	319
MSTRG.14991.2	285
MSTRG.14992.1	238
MSTRG.14993.1	320
MSTRG.14994.1	321
MSTRG.14995.1	320
MSTRG.14996.1	159
MSTRG.14998.1	648
MSTRG.14999.1	158
MSTRG.15.1	176
MSTRG.15.2	176
MSTRG.150.1	794
MSTRG.150.2	624
MSTRG.1500.1	538
MSTRG.15000.1	149
MSTRG.15001.1	1030
MSTRG.15002.1	377
MSTRG.15003.1	371
MSTRG.15004.1	365
MSTRG.15005.1	129
MSTRG.15006.1	134
MSTRG.15007.1	410
MSTRG.15008.1	232
MSTRG.15008.2	195
MSTRG.15009.1	195
MSTRG.15010.1	266
MSTRG.15011.1	545
MSTRG.15013.1	458
MSTRG.15015.1	714
MSTRG.15016.1	168
MSTRG.15017.1	138
MSTRG.15017.2	138
MSTRG.15018.1	802
MSTRG.15018.2	481
MSTRG.15018.3	502
MSTRG.15018.4	481
MSTRG.15018.5	481
MSTRG.15018.6	502
MSTRG.15019.1	128
MSTRG.15019.2	389
MSTRG.1502.1	343
MSTRG.15020.1	240
MSTRG.15020.2	240
MSTRG.15021.1	1352
MSTRG.15021.2	671
MSTRG.15023.1	212
MSTRG.15023.2	211
MSTRG.15024.1	2702
MSTRG.15025.1	519
MSTRG.15026.1	643
MSTRG.15026.2	643
MSTRG.15027.1	283
MSTRG.15027.2	160
MSTRG.15028.1	183
MSTRG.15029.1	486
MSTRG.1503.1	238
MSTRG.15030.1	661
MSTRG.15031.1	3739
MSTRG.15032.1	952
MSTRG.15032.2	951
MSTRG.15032.3	951
MSTRG.15033.1	365
MSTRG.15034.1	297
MSTRG.15035.1	254
MSTRG.15035.2	142
MSTRG.15035.3	128
MSTRG.15036.1	511
MSTRG.15037.1	462
MSTRG.15038.1	558
MSTRG.15039.1	379
MSTRG.1504.1	323
MSTRG.1504.2	246
MSTRG.15040.1	169
MSTRG.15041.1	254
MSTRG.15041.2	254
MSTRG.15042.1	193
MSTRG.15042.2	111
MSTRG.15043.1	267
MSTRG.15044.1	435
MSTRG.15045.1	418
MSTRG.15045.2	411
MSTRG.15045.3	335
MSTRG.15045.4	215
MSTRG.15045.5	372
MSTRG.15045.6	418
MSTRG.15045.7	432
MSTRG.15045.8	335
MSTRG.15047.1	136
MSTRG.15048.1	114
MSTRG.15049.1	316
MSTRG.15049.2	315
MSTRG.1505.1	801
MSTRG.15050.1	316
MSTRG.15051.1	1022
MSTRG.15051.2	1022
MSTRG.15052.1	207
MSTRG.15052.2	207
MSTRG.15052.3	206
MSTRG.15052.4	206
MSTRG.15052.5	206
MSTRG.15052.6	206
MSTRG.15053.1	157
MSTRG.15054.1	317
MSTRG.15055.1	453
MSTRG.15056.1	434
MSTRG.15056.2	285
MSTRG.15057.1	1006
MSTRG.15058.1	218
MSTRG.15059.1	456
MSTRG.15059.2	456
